"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=labechiida"
"Access Time","Fri 2026-01-02 02:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","labechiida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0173"
"Records Found","623"
"Records Returned","623"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"231188","occ","","","23459","Labechia conferta","species","328841","","Labechia conferta","species","328840","Ludlow","","426.7","422.7","6695"
"231510","occ","","","23484","Lophiostroma schmidti","species","507094","misspelling of, recombined as","Lophiostroma schmidtii","species","507092","Pridoli","","422.7","419.62","6695"
"235759","occ","","","23655","Lophiostroma sp.","genus","3400","","Lophiostroma","genus","3400","Pridoli","","422.7","419.62","6746"
"239963","occ","","","7955","Labechia sp.","genus","3395","","Labechia","genus","3395","Darriwilian","","469.4","458.2","521"
"240100","occ","","","7959","Labechia sp.","genus","3395","","Labechia","genus","3395","Llanvirn","","468","458.2","520"
"240182","occ","","","7965","Labechia sp.","genus","3395","","Labechia","genus","3395","Llanvirn","","468","458.2","520"
"240435","occ","","","7988","Labechia sp.","genus","3395","","Labechia","genus","3395","Late Llanvirn","","461.1","458.2","521"
"245023","occ","","","24034","Aulacera cylindrica","species","328910","","Aulacera cylindrica","species","328910","Ashgill","","449.5","443.1","6800"
"245024","occ","","","24034","Aulacera nodulifera","species","328909","","Aulacera nodulifera","species","328909","Ashgill","","449.5","443.1","6800"
"245025","occ","","","24034","Aulacera plummeri","species","328906","","Aulacera plummeri","species","328906","Ashgill","","449.5","443.1","6800"
"245026","occ","","","24034","Aulacera intermedia","genus","3351","species not entered","Aulacera","genus","3351","Ashgill","","449.5","443.1","6800"
"248081","occ","","","24225","Stromatocerium sp.","genus","3440","","Stromatocerium","genus","3440","Edenian","","451","450.2","6817"
"248196","occ","","","24233","Stromatocerium sp.","genus","3440","","Stromatocerium","genus","3440","Middle Ordovician","Late Ordovician","471.3","443.1","6817"
"248525","occ","","","24253","Stylostroma sp.","genus","3445","","Stylostroma","genus","3445","Caradoc","Ashgill","458.2","443.1","6859"
"248528","occ","","","24253","Labechiella sp.","genus","3396","","Labechiella","genus","3396","Caradoc","Ashgill","458.2","443.1","6859"
"248534","occ","","","24252","Pachystylostroma sp.","genus","3408","","Pachystylostroma","genus","3408","Caradoc","Ashgill","458.2","443.1","6859"
